id,price,accommodates,host_total_listings_count,bedrooms,calculated_host_listings_count,host_is_superhost,neighbour
44966051,55,5,5,2,8,f,Kensington and Chelsea
5999971,55,2,6,1,4,f,Westminster
22935753,55,1,6,1,6,f,Hounslow
24266058,55,1,6,1,4,f,Kensington and Chelsea
25033446,55,1,6,1,4,f,Kensington and Chelsea
28252778,55,2,6,1,6,t,Brent
28339144,55,2,6,1,9,f,Hammersmith and Fulham
29640744,55,2,6,1,4,t,Hammersmith and Fulham
31347755,55,2,6,1,9,f,Hammersmith and Fulham
34011474,55,2,6,1,5,f,Tower Hamlets
34590699,55,2,6,1,7,t,Lewisham
35646132,55,2,6,1,9,f,Hammersmith and Fulham
37793654,55,2,6,1,2,f,Newham
44174721,55,2,6,1,5,t,Southwark
44335860,55,2,6,1,5,t,Lambeth
44336843,55,2,6,1,5,t,Southwark
44444375,55,2,6,1,5,t,Southwark
45008522,55,4,6,1,5,f,Westminster
35436660,55,5,6,2,1,f,Greenwich
961358,55,1,7,1,7,f,Greenwich
3369632,55,2,7,1,5,t,Hammersmith and Fulham
4634930,55,3,7,1,2,f,Lambeth
5358533,55,1,7,1,7,f,Barking and Dagenham
17607498,55,3,7,1,2,f,Lambeth
21265672,55,5,7,1,5,f,Newham
36026549,55,2,7,1,6,f,Lewisham
41459410,55,2,7,1,7,t,Tower Hamlets
41468817,55,2,7,1,6,t,Sutton
42335311,55,3,7,1,2,f,Newham
42889670,55,2,7,1,7,f,Greenwich
43128160,55,2,7,1,8,f,Hillingdon
43450037,55,2,7,1,5,f,Hammersmith and Fulham
44099949,55,1,7,1,2,f,Westminster
44929682,55,3,7,1,3,t,Tower Hamlets
45428101,55,2,7,1,3,t,Tower Hamlets
46132798,55,4,7,1,7,f,Lambeth
46132799,55,4,7,1,7,f,Lambeth
46132801,55,4,7,1,7,f,Lambeth
41388777,55,7,7,2,7,f,Westminster
13766921,55,2,8,1,7,f,Lambeth
32520514,55,2,8,1,8,f,Southwark
34663579,55,2,8,1,8,f,Tower Hamlets
40829243,55,4,8,1,5,f,Wandsworth
44798107,55,2,8,1,7,f,Camden
45552591,55,4,8,1,8,f,Greenwich
680656,55,2,9,1,11,f,Hammersmith and Fulham
28171416,55,4,9,1,9,f,Newham
1313539,55,2,10,1,11,f,Tower Hamlets
25559890,55,1,10,1,10,f,Westminster
40772895,55,2,10,1,6,f,Westminster
245825,56,3,1,1,1,f,Barnet
388754,56,2,1,1,1,f,Tower Hamlets
833193,56,4,1,1,1,f,Haringey
1124294,56,2,1,1,1,f,Lambeth
1145066,56,4,1,1,1,f,Hackney
2139208,56,3,1,1,2,f,Lewisham
2365658,56,2,1,1,1,f,Lewisham
2541800,56,3,1,1,1,f,Lambeth
3364517,56,2,1,1,1,f,Richmond upon Thames
3701055,56,2,1,1,1,f,Tower Hamlets
3729006,56,2,1,1,1,t,Tower Hamlets
3897592,56,1,1,1,1,f,Hackney
4391237,56,2,1,1,1,f,Lambeth
4677249,56,1,1,1,1,t,Hillingdon
4829570,56,2,1,1,1,f,Islington
5208044,56,2,1,1,1,f,Wandsworth
5345295,56,2,1,1,1,t,Wandsworth
5804539,56,2,1,1,1,t,Ealing
6272848,56,2,1,1,1,f,Tower Hamlets
6681157,56,2,1,1,1,f,Islington
6707309,56,4,1,1,1,f,Southwark
8187921,56,1,1,1,1,f,Islington
8385207,56,2,1,1,1,t,Waltham Forest
9486325,56,2,1,1,1,f,Tower Hamlets
10244083,56,1,1,1,1,f,Southwark
10807880,56,2,1,1,1,f,Bromley
11043606,56,4,1,1,1,f,Hammersmith and Fulham
11064475,56,2,1,1,1,f,Westminster
11235481,56,3,1,1,1,t,Westminster
11657254,56,2,1,1,1,f,Lambeth
12226110,56,1,1,1,1,f,Wandsworth
13388855,56,2,1,1,1,f,Newham
13585668,56,2,1,1,1,f,Lambeth
13613703,56,2,1,1,1,f,Wandsworth
13746187,56,2,1,1,1,f,Camden
13992867,56,2,1,1,1,f,Camden
14601224,56,2,1,1,1,f,Tower Hamlets
16011186,56,2,1,1,1,f,Wandsworth
16069733,56,2,1,1,1,f,Camden
16210773,56,2,1,1,1,f,Westminster
16242117,56,2,1,1,1,f,Camden
16378056,56,2,1,1,1,f,Islington
17037023,56,2,1,1,1,f,Kensington and Chelsea
17118454,56,2,1,1,1,f,Richmond upon Thames
17731628,56,2,1,1,1,f,Wandsworth
17966773,56,3,1,1,1,f,Kingston upon Thames
18290331,56,4,1,1,1,f,Tower Hamlets
18725424,56,2,1,1,1,f,Lambeth
19538941,56,2,1,1,1,f,Hackney
19942573,56,4,1,1,1,f,Newham
20672546,56,1,1,1,1,f,Lewisham
21036590,56,2,1,1,1,f,Camden
23780775,56,5,1,1,2,f,Haringey
24429397,56,4,1,1,1,f,Hackney
24723813,56,3,1,1,1,f,Hammersmith and Fulham
24734163,56,1,1,1,1,t,Newham
24968042,56,2,1,1,1,t,Hammersmith and Fulham
25788618,56,2,1,1,2,f,Islington
26495877,56,2,1,1,1,f,Richmond upon Thames
26767424,56,3,1,1,1,f,Southwark
27336318,56,2,1,1,2,f,Lewisham
28049998,56,4,1,1,1,f,Wandsworth
29238382,56,4,1,1,1,f,Enfield
29455647,56,2,1,1,1,f,Lambeth
30216057,56,2,1,1,1,f,Waltham Forest
30416244,56,2,1,1,1,t,Islington
30954829,56,4,1,1,1,f,Lewisham
31012292,56,2,1,1,1,f,Tower Hamlets
31510219,56,2,1,1,1,f,Kensington and Chelsea
31688700,56,1,1,1,1,f,Camden
32508867,56,1,1,1,1,f,Bromley
32514044,56,2,1,1,1,f,Southwark
35037757,56,4,1,1,1,f,Barnet
35086628,56,2,1,1,1,f,Richmond upon Thames
35571451,56,2,1,1,11,f,Westminster
36461528,56,1,1,1,1,f,Lewisham
37271948,56,2,1,1,1,f,Haringey
38563922,56,3,1,1,2,f,Islington
38637610,56,2,1,1,1,f,Hackney
39921015,56,1,1,1,1,f,Lambeth
41472463,56,2,1,1,1,f,Southwark
41801030,56,3,1,1,2,f,Westminster
41852468,56,2,1,1,1,f,Greenwich
41991248,56,2,1,1,1,f,Hounslow
43213372,56,2,1,1,1,f,Greenwich
44742446,56,2,1,1,1,f,Greenwich
46680586,56,2,1,1,1,f,Kensington and Chelsea
46843276,56,2,1,1,1,f,Waltham Forest
8640446,56,3,1,2,1,f,Greenwich
23060010,56,3,1,2,1,f,Tower Hamlets
36104723,56,2,1,2,1,f,Barnet
13938859,56,4,1,3,1,f,Bromley
22598925,56,5,1,4,1,f,Brent
1296836,56,1,2,1,1,t,Westminster
3100592,56,2,2,1,1,f,Islington
3698133,56,2,2,1,2,t,Hackney
6151542,56,1,2,1,2,f,Lewisham
6692216,56,2,2,1,2,f,Southwark
8082026,56,2,2,1,1,f,Hackney
10240656,56,1,2,1,1,f,Kensington and Chelsea
12360566,56,2,2,1,2,f,Lambeth
13013375,56,2,2,1,2,t,Camden
13617607,56,2,2,1,2,f,Lewisham
14611115,56,2,2,1,2,f,Westminster
16438998,56,2,2,1,2,f,Lambeth
16713544,56,2,2,1,2,f,Camden
16834518,56,2,2,1,2,f,Hammersmith and Fulham
17773651,56,2,2,1,2,f,Brent
18323446,56,2,2,1,2,f,Islington
19713966,56,2,2,1,2,t,Islington
20793856,56,1,2,1,2,f,Westminster
22482806,56,1,2,1,2,f,Hackney
24192437,56,2,2,1,5,t,Hackney
24670506,56,2,2,1,1,t,Lambeth
29114534,56,2,2,1,2,f,Southwark
34599581,56,2,2,1,2,f,Wandsworth
36065400,56,2,2,1,1,t,Islington
36188494,56,2,2,1,2,t,Merton
36375783,56,2,2,1,2,f,Lewisham
36927824,56,2,2,1,2,t,Southwark
37235524,56,2,2,1,2,f,Richmond upon Thames
39829709,56,2,2,1,2,f,Bexley
43064692,56,1,2,1,2,t,Brent
45944591,56,2,2,1,2,f,Kensington and Chelsea
46350375,56,2,2,1,2,f,Camden
10122544,56,4,2,2,1,t,Greenwich
609407,56,1,3,1,3,t,Waltham Forest
1221832,56,2,3,1,3,f,Ealing
1477127,56,2,3,1,1,t,Islington
14739190,56,2,3,1,3,t,Wandsworth
20421688,56,2,3,1,4,t,Hammersmith and Fulham
25383374,56,4,3,1,3,f,Hounslow
35399108,56,2,3,1,2,f,Wandsworth
35472715,56,2,3,1,2,t,Southwark
39461747,56,3,3,1,3,t,Tower Hamlets
40960714,56,2,3,1,1,f,Wandsworth
44316248,56,2,3,1,6,f,Hillingdon
44444274,56,2,3,1,1,f,Westminster
12002470,56,3,3,2,2,t,Camden
2805914,56,2,4,1,3,t,Islington
23590758,56,2,4,1,4,t,Lambeth
28889667,56,2,4,1,4,f,Islington
36761999,56,2,4,1,3,f,Hackney
55402,56,4,4,2,1,t,Croydon
331058,56,4,5,1,5,f,Ealing
1307053,56,2,5,1,4,f,Westminster
6193526,56,1,5,1,5,f,Southwark
18107579,56,2,5,1,4,t,Camden
21994495,56,2,5,1,3,f,Newham
24756405,56,3,5,1,6,t,Lambeth
33387358,56,1,5,1,4,f,Wandsworth
37048125,56,1,5,1,5,f,Camden
46895752,56,4,5,1,5,t,Islington
40626750,56,2,6,1,5,t,Southwark
43077304,56,2,6,2,1,f,Westminster
43451033,56,2,7,1,5,f,Hammersmith and Fulham
34768710,56,3,8,1,8,f,Tower Hamlets
38071325,56,3,9,1,10,f,Camden
40481641,56,1,9,1,7,f,Southwark
24571142,56,2,10,1,3,t,Newham
26838885,56,4,10,1,7,f,Islington
252226,57,1,1,1,1,f,Lambeth
300333,57,1,1,1,1,f,Hillingdon
337806,57,2,1,1,1,f,Hackney
540849,57,2,1,1,1,f,Wandsworth
680739,57,1,1,1,1,t,Wandsworth
2177539,57,2,1,1,1,f,Southwark
2249971,57,2,1,1,1,f,Camden
2487545,57,2,1,1,1,t,Westminster
2757382,57,2,1,1,1,t,Greenwich
2900583,57,2,1,1,1,f,Hammersmith and Fulham
4815852,57,2,1,1,1,f,Westminster
6827413,57,2,1,1,1,f,Wandsworth
6967217,57,2,1,1,1,f,Merton
7552189,57,1,1,1,1,f,Wandsworth
7978306,57,2,1,1,1,f,Ealing
8298845,57,2,1,1,1,f,Richmond upon Thames
8646056,57,2,1,1,1,f,Hackney
9245271,57,4,1,1,1,f,Islington
9457189,57,2,1,1,1,f,Hackney
9468657,57,2,1,1,1,f,Hammersmith and Fulham
10356018,57,1,1,1,1,t,Hackney
10694652,57,3,1,1,1,f,Merton
11289582,57,4,1,1,1,f,Kingston upon Thames
11668214,57,1,1,1,1,f,Wandsworth
12291682,57,2,1,1,1,f,Hammersmith and Fulham
13056891,57,3,1,1,1,f,Brent
13330375,57,2,1,1,1,f,Hackney
13546888,57,2,1,1,1,f,Greenwich
15014850,57,2,1,1,1,f,Barnet
15673508,57,4,1,1,1,t,Southwark
16084322,57,2,1,1,1,f,Barnet
16164466,57,2,1,1,1,t,Westminster
18679610,57,2,1,1,1,f,Westminster
18866678,57,3,1,1,1,f,Lambeth
19729661,57,2,1,1,1,f,Wandsworth
20959643,57,1,1,1,2,t,Islington
21291780,57,2,1,1,1,t,Enfield
21524300,57,2,1,1,1,f,Wandsworth
21864702,57,1,1,1,1,f,Islington
21893343,57,2,1,1,1,f,Hackney
22104564,57,2,1,1,1,f,Westminster
22217688,57,3,1,1,1,f,Hammersmith and Fulham
22271740,57,2,1,1,1,t,Hackney
22383638,57,2,1,1,1,f,Hackney
22648540,57,2,1,1,1,f,Westminster
22700462,57,2,1,1,1,f,Wandsworth
22716225,57,2,1,1,1,f,Hammersmith and Fulham
22990754,57,4,1,1,1,f,Wandsworth
23017728,57,2,1,1,1,f,Lambeth
23301297,57,2,1,1,1,f,Islington
23514965,57,4,1,1,1,f,Greenwich
23710839,57,2,1,1,1,f,Waltham Forest
23776963,57,2,1,1,1,f,Camden
24367251,57,2,1,1,1,f,Islington
24648094,57,2,1,1,1,t,Southwark
24949194,57,1,1,1,1,t,Wandsworth
25052233,57,2,1,1,1,f,Greenwich
25150216,57,2,1,1,1,t,Lambeth
25345463,57,2,1,1,1,f,Tower Hamlets
25563135,57,2,1,1,1,f,Brent
25791293,57,4,1,1,1,f,Hackney
25858082,57,2,1,1,1,f,Camden
26028175,57,2,1,1,1,t,Camden
26048693,57,2,1,1,1,f,Kensington and Chelsea
26320586,57,4,1,1,1,f,Hackney
26634570,57,3,1,1,1,f,Tower Hamlets
27049885,57,2,1,1,1,f,Camden
27423008,57,2,1,1,1,f,Kensington and Chelsea
27456081,57,2,1,1,1,t,Wandsworth
27559913,57,4,1,1,1,f,Wandsworth
27713305,57,2,1,1,1,f,Tower Hamlets
27722036,57,2,1,1,1,f,Tower Hamlets
27742690,57,3,1,1,1,f,Hackney
28023067,57,2,1,1,1,f,Enfield
28118045,57,2,1,1,1,f,Hackney
28328297,57,2,1,1,1,t,Wandsworth
28886795,57,2,1,1,1,f,Hackney
28891089,57,2,1,1,1,t,Southwark
29799543,57,2,1,1,1,f,Tower Hamlets
30161736,57,4,1,1,1,f,Greenwich
30241473,57,2,1,1,1,f,Tower Hamlets
30261904,57,2,1,1,1,t,Hackney
30314376,57,2,1,1,1,f,Westminster
30580995,57,2,1,1,1,f,Southwark
30761665,57,2,1,1,1,f,Hammersmith and Fulham
30786141,57,3,1,1,1,f,Tower Hamlets
30956150,57,4,1,1,1,f,Islington
30972222,57,4,1,1,1,f,Hackney
31008351,57,4,1,1,1,f,Tower Hamlets
32469820,57,2,1,1,1,f,Tower Hamlets
32780931,57,2,1,1,1,f,Lambeth
33952293,57,3,1,1,1,f,Southwark
33953940,57,2,1,1,1,f,Wandsworth
34009636,57,2,1,1,1,f,Tower Hamlets
34670698,57,2,1,1,1,t,Lambeth
35274352,57,2,1,1,11,f,Westminster
35412988,57,2,1,1,1,t,Brent
35516281,57,2,1,1,1,f,Islington
35959786,57,2,1,1,2,f,Camden
36344746,57,2,1,1,1,f,Wandsworth
37979546,57,4,1,1,1,f,Wandsworth
38146786,57,4,1,1,1,f,Hammersmith and Fulham
38319108,57,2,1,1,1,f,Lewisham
41523403,57,4,1,1,1,f,Hackney
43837164,57,1,1,1,2,f,Lambeth
44081145,57,2,1,1,5,f,City of London
45539179,57,2,1,1,1,f,Tower Hamlets
45633701,57,2,1,1,11,f,Westminster
45872093,57,2,1,1,2,f,Camden
46242180,57,3,1,1,1,f,Hackney
891493,57,5,1,2,1,f,Haringey
3260515,57,4,1,2,1,f,Hackney
16040382,57,4,1,2,1,f,Wandsworth
18564067,57,4,1,2,1,f,Lewisham
19569856,57,4,1,2,1,f,Hackney
20043779,57,4,1,2,1,f,Lambeth
22304910,57,2,1,2,1,f,Waltham Forest
22334702,57,4,1,2,1,f,Hackney
29952380,57,2,1,2,1,f,Ealing
30267252,57,4,1,2,1,f,Southwark
30338023,57,6,1,2,1,f,Hammersmith and Fulham
45250479,57,4,1,2,1,f,Tower Hamlets
23778294,57,6,1,3,1,f,Harrow
46621834,57,6,1,3,1,f,Lewisham
607771,57,2,2,1,1,f,Kensington and Chelsea
626642,57,4,2,1,2,f,Greenwich
647386,57,5,2,1,1,f,Brent
1449366,57,4,2,1,1,f,Hammersmith and Fulham
3283361,57,2,2,1,2,f,Tower Hamlets
4612667,57,1,2,1,2,t,Islington
5134081,57,2,2,1,2,f,Croydon
9500158,57,2,2,1,2,f,Enfield
10430135,57,2,2,1,2,t,Merton
11727474,57,3,2,1,1,f,Hackney
12381919,57,2,2,1,2,f,Southwark
14927334,57,2,2,1,2,f,Camden
16064948,57,1,2,1,2,f,Ealing
16729425,57,2,2,1,2,f,Kensington and Chelsea
17181357,57,2,2,1,2,f,Richmond upon Thames
20793950,57,1,2,1,2,f,Westminster
20842401,57,1,2,1,2,f,Greenwich
23282320,57,2,2,1,2,t,Brent
23365084,57,4,2,1,1,f,Islington
24691653,57,1,2,1,2,t,Islington
26322877,57,2,2,1,1,t,Lambeth
26617307,57,2,2,1,2,f,Wandsworth
28353210,57,2,2,1,2,f,Lambeth
28984975,57,2,2,1,2,t,Islington
30030281,57,2,2,1,2,f,Hackney
30559835,57,2,2,1,1,f,Westminster
37718106,57,2,2,1,2,f,Wandsworth
37938032,57,2,2,1,1,f,Brent
42167467,57,2,2,1,1,f,Hillingdon
42676416,57,2,2,1,3,f,Haringey
46931506,57,4,2,1,2,f,Wandsworth
507124,57,2,2,2,2,f,Wandsworth
29005459,57,3,2,2,2,f,Waltham Forest
40732907,57,4,2,2,7,f,Tower Hamlets
928721,57,2,3,1,2,f,Hackney
1411389,57,2,3,1,3,t,Hackney
5010158,57,2,3,1,3,t,Tower Hamlets
14914050,57,1,3,1,3,f,Westminster
21285349,57,2,3,1,3,f,Kingston upon Thames
23556385,57,2,3,1,3,f,Southwark
26217384,57,2,3,1,3,f,Kensington and Chelsea
33180467,57,2,3,1,3,f,Westminster
36124566,57,2,3,1,3,t,Lewisham
45783056,57,2,3,1,18,f,Kensington and Chelsea
46870896,57,2,3,1,3,f,Brent
46033315,57,3,3,3,4,f,Camden
6311971,57,2,4,1,2,f,Islington
21870444,57,2,4,1,4,f,Lewisham
30458673,57,2,4,1,3,f,Greenwich
33854366,57,2,4,1,3,f,Lambeth
34388714,57,3,4,1,4,f,Hillingdon
2729885,57,2,5,1,4,t,Westminster
18139402,57,2,5,1,4,f,Harrow
25339712,57,2,5,1,5,f,Hounslow
29390681,57,3,5,1,4,f,Camden
29390964,57,2,5,1,4,f,Camden
39075750,57,2,5,1,3,f,Wandsworth
45061445,57,2,5,1,3,f,Wandsworth
36747386,57,2,6,1,6,f,Westminster
42008134,57,2,6,1,6,f,Southwark
41457376,57,2,7,1,7,t,Tower Hamlets
41508982,57,2,7,1,7,t,Tower Hamlets
32561107,57,2,8,1,8,f,Camden
34735138,57,1,8,1,8,f,Tower Hamlets
63948,57,2,9,1,11,f,Hammersmith and Fulham
38045464,57,3,9,1,10,f,Camden
38664554,57,2,9,1,4,f,Brent
39483997,57,3,9,1,10,f,Camden
40481844,57,2,9,1,7,f,Southwark
85191,58,1,1,1,1,t,Lambeth
166760,58,4,1,1,1,t,Croydon
450460,58,2,1,1,1,f,Hackney
2761866,58,2,1,1,1,t,Hammersmith and Fulham
3478270,58,2,1,1,1,f,Hackney
4187647,58,1,1,1,1,f,Hounslow
4265363,58,1,1,1,1,t,Southwark
4864426,58,2,1,1,1,f,Islington
5089028,58,1,1,1,1,f,Westminster
5430867,58,2,1,1,1,f,Lambeth
5587308,58,2,1,1,1,f,Redbridge
6998670,58,2,1,1,1,f,Croydon
7050841,58,2,1,1,1,f,Haringey
7203153,58,2,1,1,1,f,Hackney
7524811,58,2,1,1,1,f,Hackney
7650686,58,6,1,1,1,f,Waltham Forest
7828798,58,2,1,1,1,f,Tower Hamlets
8532645,58,3,1,1,1,t,Bromley
8851423,58,2,1,1,1,f,Brent
9233813,58,2,1,1,1,f,Waltham Forest
9589938,58,2,1,1,2,f,Harrow
9701274,58,2,1,1,1,f,Lambeth
9832389,58,1,1,1,1,f,Hackney
9892750,58,2,1,1,1,f,Southwark
10818930,58,2,1,1,1,f,Lambeth
10820505,58,2,1,1,1,t,Lambeth
11638945,58,2,1,1,1,f,Hounslow
11686786,58,1,1,1,1,f,Camden
12607589,58,2,1,1,1,f,Tower Hamlets
12786625,58,2,1,1,1,f,Southwark
13235972,58,2,1,1,1,t,Haringey
13917837,58,3,1,1,1,t,Hackney
14248494,58,2,1,1,1,f,Islington
14268816,58,2,1,1,1,f,Islington
15070093,58,3,1,1,1,f,Sutton
15488286,58,3,1,1,1,f,Haringey
15796636,58,5,1,1,1,f,Greenwich
16064985,58,2,1,1,1,f,Hackney
16248457,58,2,1,1,1,f,Richmond upon Thames
16615036,58,2,1,1,1,t,Islington
17328821,58,2,1,1,1,f,Brent
17948159,58,2,1,1,1,f,Tower Hamlets
18350239,58,1,1,1,1,f,Tower Hamlets
18474957,58,2,1,1,1,t,Greenwich
18561454,58,2,1,1,1,f,Wandsworth
18839039,58,4,1,1,1,f,Greenwich
19632279,58,3,1,1,1,f,Enfield
19761474,58,2,1,1,1,f,Southwark
19768673,58,1,1,1,1,f,Hammersmith and Fulham
19938485,58,2,1,1,1,f,Tower Hamlets
19947542,58,2,1,1,1,f,Redbridge
20449914,58,2,1,1,1,f,Kensington and Chelsea
20829956,58,2,1,1,1,t,Hammersmith and Fulham
22354668,58,4,1,1,1,f,Southwark
22913742,58,2,1,1,1,f,Greenwich
23461852,58,1,1,1,1,f,Ealing
23936982,58,2,1,1,1,f,Southwark
24182850,58,2,1,1,1,f,Southwark
24686867,58,2,1,1,1,f,Westminster
24979121,58,1,1,1,1,f,Enfield
25180539,58,4,1,1,1,t,Islington
25205384,58,2,1,1,1,t,Hackney
25697328,58,1,1,1,1,f,Tower Hamlets
26405540,58,2,1,1,1,f,Hammersmith and Fulham
26515928,58,2,1,1,1,f,Newham
26678024,58,3,1,1,1,f,Lambeth
26863069,58,2,1,1,1,f,Southwark
27098571,58,2,1,1,1,t,Kensington and Chelsea
27190771,58,2,1,1,1,f,Tower Hamlets
27695323,58,2,1,1,1,f,Newham
27719043,58,2,1,1,1,f,Islington
28365084,58,2,1,1,1,f,Westminster
28691373,58,2,1,1,1,f,Wandsworth
29350665,58,1,1,1,1,f,Westminster
29502708,58,2,1,1,1,f,Tower Hamlets
29798359,58,2,1,1,1,t,Richmond upon Thames
30712484,58,2,1,1,1,f,Croydon
31346640,58,4,1,1,1,f,Barnet
31468769,58,2,1,1,1,f,Camden
31738610,58,2,1,1,1,f,Croydon
32278378,58,2,1,1,1,f,Merton
32812227,58,2,1,1,1,f,Westminster
32890899,58,4,1,1,1,t,Westminster
33059111,58,2,1,1,1,t,Redbridge
33870714,58,2,1,1,1,t,Hackney
33963672,58,3,1,1,1,t,Lewisham
34470174,58,2,1,1,1,f,Haringey
34487637,58,2,1,1,1,f,Islington
34569273,58,2,1,1,1,f,Hackney
34667419,58,2,1,1,1,f,Wandsworth
34705841,58,2,1,1,1,f,Hammersmith and Fulham
34743203,58,2,1,1,1,f,Islington
34749775,58,4,1,1,1,f,Hammersmith and Fulham
35585019,58,1,1,1,1,f,Wandsworth
35739904,58,2,1,1,11,f,Westminster
35794849,58,1,1,1,1,f,Kensington and Chelsea
35834274,58,2,1,1,1,t,Tower Hamlets
35877720,58,2,1,1,1,f,Hounslow
35939375,58,2,1,1,1,f,Hackney
36841888,58,1,1,1,1,f,Westminster
37003363,58,4,1,1,1,f,Redbridge
37497347,58,2,1,1,1,f,Southwark
38386144,58,1,1,1,1,f,Camden
39277208,58,2,1,1,1,t,Westminster
40377009,58,4,1,1,1,f,Southwark
40422927,58,1,1,1,1,f,Kensington and Chelsea
40875643,58,5,1,1,1,f,Redbridge
45781441,58,2,1,1,1,f,Westminster
46068797,58,1,1,1,10,f,Barnet
46103950,58,2,1,1,1,f,Tower Hamlets
2543625,58,4,1,2,1,f,Barnet
4380779,58,4,1,2,1,f,Lambeth
8382249,58,4,1,2,1,f,Hackney
20211772,58,5,1,2,1,f,Tower Hamlets
21353791,58,4,1,2,1,f,Hackney
28995877,58,4,1,2,1,f,Wandsworth
29797787,58,2,1,2,1,f,Merton
34710664,58,5,1,2,1,f,Waltham Forest
36672029,58,5,1,2,1,f,Greenwich
38605,58,2,2,1,3,t,Hammersmith and Fulham
90681,58,2,2,1,1,t,Lewisham
615191,58,2,2,1,2,t,Tower Hamlets
1242036,58,2,2,1,2,t,Hackney
4849260,58,3,2,1,2,f,Tower Hamlets
8069013,58,2,2,1,2,f,Wandsworth
8127220,58,2,2,1,2,t,Islington
8730026,58,2,2,1,2,f,Westminster
9818612,58,2,2,1,2,f,Lambeth
11003582,58,3,2,1,2,t,Westminster
11192080,58,1,2,1,2,f,Southwark
12190483,58,2,2,1,2,f,Hackney
12613250,58,2,2,1,2,t,Islington
14720799,58,2,2,1,3,f,Hackney
14830248,58,2,2,1,2,t,Lambeth
14847525,58,2,2,1,2,f,Tower Hamlets
16449585,58,2,2,1,2,t,Ealing
16909841,58,2,2,1,2,f,Tower Hamlets
17003043,58,2,2,1,1,f,Islington
18660604,58,1,2,1,1,t,Camden
18793364,58,2,2,1,2,f,Hackney
19654572,58,2,2,1,2,f,Tower Hamlets
19787421,58,2,2,1,2,f,City of London
20550001,58,2,2,1,2,f,Kensington and Chelsea
21483054,58,2,2,1,1,f,Kensington and Chelsea
22827507,58,2,2,1,2,f,Merton
23244765,58,2,2,1,1,f,Wandsworth
24152148,58,1,2,1,2,f,Wandsworth
24418585,58,2,2,1,1,f,Southwark
24856694,58,2,2,1,2,f,Camden
27527765,58,2,2,1,2,f,Camden
30079600,58,2,2,1,2,f,Croydon
30287474,58,2,2,1,1,t,Kingston upon Thames
31020860,58,2,2,1,2,t,Camden
31113199,58,2,2,1,2,t,Hammersmith and Fulham
31359388,58,2,2,1,2,t,Lewisham
33921847,58,2,2,1,2,f,Wandsworth
34888067,58,2,2,1,1,f,Tower Hamlets
36135144,58,1,2,1,1,f,Wandsworth
36226746,58,1,2,1,2,f,Westminster
37190172,58,1,2,1,2,t,Barnet
37387931,58,3,2,1,2,f,Islington
37656356,58,1,2,1,2,t,Kensington and Chelsea
37964794,58,2,2,1,2,t,Barnet
38971994,58,2,2,1,2,f,Westminster
39141331,58,2,2,1,1,t,Brent
39247092,58,2,2,1,2,f,Harrow
39906668,58,1,2,1,3,f,Barking and Dagenham
40033825,58,3,2,1,2,f,Hammersmith and Fulham
42172677,58,2,2,1,2,f,Hammersmith and Fulham
8347440,58,4,2,2,2,f,Lambeth
18150499,58,3,2,2,2,f,Hounslow
29139098,58,6,2,2,2,t,Lambeth
391652,58,1,3,1,1,f,Westminster
2714298,58,2,3,1,2,f,Richmond upon Thames
3738009,58,2,3,1,2,f,Newham
6238535,58,2,3,1,2,f,Islington
14178688,58,2,3,1,1,f,Southwark
17726275,58,2,3,1,3,t,Tower Hamlets
21277502,58,3,3,1,3,f,Croydon
27512302,58,2,3,1,2,f,Hammersmith and Fulham
28678076,58,4,3,1,1,f,Camden
32878052,58,2,3,1,3,t,Tower Hamlets
35601131,58,1,3,1,3,f,Tower Hamlets
36649984,58,1,3,1,3,t,Kingston upon Thames
37549431,58,2,3,1,2,f,Westminster
37981249,58,2,3,1,3,f,Haringey
38071219,58,2,3,1,1,f,Hillingdon
42897705,58,2,3,1,3,f,Westminster
43108662,58,4,3,2,3,f,Croydon
33443792,58,6,3,3,3,t,Southwark
3218111,58,2,4,1,4,t,Wandsworth
7977745,58,4,4,1,4,t,Westminster
22541710,58,4,4,1,4,f,Southwark
26017380,58,2,4,1,3,f,Westminster
30795101,58,1,4,1,3,f,Brent
31677930,58,4,4,1,3,f,Barnet
17600414,58,4,4,2,7,f,Camden
21120741,58,3,4,2,4,t,City of London
7907858,58,2,5,1,3,t,Westminster
8279224,58,2,5,1,1,t,Richmond upon Thames
31634072,58,2,5,1,5,f,Hillingdon
38150569,58,3,5,1,5,f,Hillingdon
20601872,58,6,5,3,8,f,Islington
6805186,58,2,6,1,4,t,Lambeth
13011208,58,2,6,1,6,f,Islington
18713625,58,2,6,1,1,f,Camden
28750292,58,1,6,1,4,f,Kensington and Chelsea
37708977,58,2,6,1,4,f,Islington
37797947,58,2,6,1,6,t,Tower Hamlets
32666112,58,4,7,1,14,f,Lambeth
32695427,58,4,7,1,14,f,Lambeth
32954838,58,2,7,1,14,f,Southwark
40449331,58,2,7,1,14,f,Westminster
40457528,58,2,7,1,14,f,Westminster
40471358,58,2,7,1,14,f,Westminster
42393837,58,2,7,1,14,f,Westminster
42672275,58,2,7,1,14,f,Westminster
44943067,58,2,7,1,9,f,Westminster
46458948,58,2,7,1,9,f,Westminster
35228367,58,2,9,1,8,f,Tower Hamlets
35246278,58,2,9,1,8,f,Tower Hamlets
42993614,58,2,9,1,12,f,Camden
30645127,58,1,10,1,14,f,Westminster
